group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
Location, NoTimelyResponseToGetAccessoryCaps, This rule throws an error if the accessory does not respond to a GetAccessoryCaps request with RetAccessoryCaps or DevACK within 500 ms., CurrentMFiFirmwareSpecFileReference (Table 4-2), 1.3, NO, NO, NO, Error, accessory did not respond within 500 ms to GetAccessoryCaps
Location, NoTimelyResponseToGetAccessoryControl, This rule throws an error if the accessory does not respond to a GetAccessoryControl request with RetAccessoryControl or AccessoryACK within 500 ms., CurrentMFiFirmwareSpecFileReference (4.13.8), 1.3, NO, NO, NO, Error, accessory did not respond within 500 ms to GetAccessoryControl
Location, NoTimelyResponseToGetAccessoryData, This rule throws an error if the accessory does not respond to a GetAccessoryData request with a RetAccessoryData or AccessoryACK within 500 ms., CurrentMFiFirmwareSpecFileReference (4.13.11), 1.3, NO, NO, NO, Error, accessory did not respond to GetAccessoryData within 500 ms
Location, NoTimelyResponseToSetAccessoryControl, This rule throws an error if the accessory does not respond to a SetAccessoryControl request with an AccessoryAck within 500 ms., CurrentMFiFirmwareSpecFileReference (4.13.10), 1.3, NO, NO, NO, Error, accessory did not respond to SetAccessoryControl with an AccessoryAck within 500 ms
Location, NoTimelyResponseToSetAccessoryData, This rule throws an error if the accessory does not respond to a SetAccessoryData request with an AccessoryAck within 500 ms., CurrentMFiFirmwareSpecFileReference (4.13.13), 1.3, NO, NO, NO, Error, accessory did not respond to SetAccessoryData with an AccessoryAck within 500 ms
Location, RetAccessoryCapsLocAsstDataBits1And2DoNotMatch, This rule throws an error if RetAccessoryCaps for locAsstData and bits 1 and 2 don't match.  See R42 page 391., CurrentMFiFirmwareSpecFileReference (Table 4-275), 2.0, NO, NO, NO, Error, locAsstData bits 1 and 2 must match
Location, RetAccessoryCapsLocationTypeMismatch, This rule throws an error if the accessory sends a RetAccessoryCaps with the same transaction ID but a different  location type in response to a GetAccessoryCaps request., CurrentMFiFirmwareSpecFileReference (4.13.6), 1.3, NO, NO, NO, Error, accessory responded to a GetAccessoryCaps request for location type %1$d with a RetAccessoryCaps with location type %2$d
Location, RetAccessoryCapsSentWithInvalidLocCapsMask, This rule throws a warning if the accessory sends RetAccessoryCaps for locType 0_ and the locCapsMask has set neither bit 1 nor bit 2., CurrentMFiFirmwareSpecFileReference (Table 4-275), 1.3, NO, NO, NO, Warning, accessory sent RetAccessoryCaps for type 'system' with an invalid location capabilities bitmask. You must set at least one of bit 1 (NMEA GPS support) and bit 2 (location assistance support)
Location, RetAccessoryControlControlTypeMismatch, This rule throws an error if the accessory sends a RetAccessoryControl with the same transaction ID but a different  control type in response to a GetAccessoryControl request., CurrentMFiFirmwareSpecFileReference (4.13.8), 1.3, NO, NO, NO, Error, accessory responded to a GetAccessoryControl with a RetAccessoryControl specifying a different control type
Location, RetAccessoryDataLocationDataTypeMismatch, This rule throws an error if the accessory returns a RetAccessoryData response with a matching transaction ID but a different  location data type than iPod sent in the matching GetAccessoryData command., CurrentMFiFirmwareSpecFileReference (4.13.11), 1.3, NO, NO, NO, Error, accessory responded to GetAccessoryData with RetAccessoryData using a different location data type
Location, RetAccessoryDataLocationTypeMismatch, This rule throws an error if the accessory replies to a GetAccessoryData with a RetAccessoryData with the same transaction ID but different location type., CurrentMFiFirmwareSpecFileReference (4.13.11), 1.3, NO, NO, NO, Error, accessory responded to a GetAccessoryData with a RetAccessoryData whose transaction ID matched but location type was different
Location, RetAccessoryDataSentWithoutWaitingForiPodACK, This rule throws an error if the accessory sends data to the iPod using RetAccessoryData while previous data that has been  sent has not been ACKed with an iPodACK and has not yet timed out., CurrentMFiFirmwareSpecFileReference (2.7.1), 1.3, NO, NO, NO, Error, accessory sent RetAccessoryData without first waiting for iPodAck from a previous RetAccessoryData
Location, SatelliteEphemerisRequestedTooFrequently, This rule throws an error if the accessory requests satellite ephemeris data (using AsyncAccessoryData with locType=LocAssist  and dataType=EphURL) more frequently than once every 5 minutes., CurrentMFiFirmwareSpecFileReference (4.13.14), 1.3, NO, NO, NO, Error, accessory requested satellite ephemeris data more frequently than once every 5 minutes
Location, UnexpectedAsyncAccessoryDataNMEASentence, This rule throws a warning if the accessory sends an NMEA sentence (using AsyncAccessoryData with locType=NMEA GPS and  dataType=NmeaSentence) when NMEA GPS async or global async notifications are disabled., CurrentMFiFirmwareSpecFileReference (4.13.14), 1.3, NO, NO, NO, Warning, accessory sent NMEA sentence while the Apple device has asynchronous notifications disabled
Location, UnexpectedAsyncAccessoryDataNMEASentenceAfterAccessoryAck, This rule throws an error if the accessory sends an NMEA sentence (using AsyncAccessoryData with locType=NMEA GPS and dataType=NmeaSentence) when NMEA GPS async or global async notifications are disabled., CurrentMFiFirmwareSpecFileReference (4.13.14), 2.2, NO, NO, NO, Error, accessory sent NMEA sentence while the Apple device has asynchronous notifications disabled and accessory acknowledged that state
LocationiAP2, LocationMessagesNotSeenCAiAP2, Fire an error if required Location messages are not seen during the Location test, N/A, 3.1, NO, NO, NO, Error, did not see %1$@ while testing the %2$@ feature
LocationiAP2, UnwarrantedLocationInformationSentiAP2, Fire an error if location information is sent outside of the apple device's start/stop The rule allows for a 2 millisecond grace period after the stop_ since the spec does not specify a time but instead says it must cease, CurrentAISpecFileReference, 3.0, NO, NO, NO, Error, accessory sent location information when the Apple device did not request it
IDPS, AccCapsVolumeInfoButNoDisplayRemoteLingoIdentify, rdar://problem/7071291 Rule Request: AccCapsVolumeInfoButNoDisplayRemoteLingoIdentify Rule should fire if the final AccCaps Token indicates support for bit 11 (Volume Information) and the final Identify Token did not indicate display remote lingo (0x03) support AND if EndIDPS was sent expecting success (If it was sent expecting to not continue to auth_ this should not fire)., CurrentMFiFirmwareSpecFileReference (4.3), 1.3, NO, NO, NO, Error, accessory indicated support for volume information in AccessoryCapsToken without indicating support for Display Remote lingo in IdentifyToken
IDPS, AccessoryCapsTokeniPodPreferenceTokenLineOutMismatch, This rule throws an error if the accessory sets a preference for the line out class via an iPodPreferenceToken  but did not claim line out capability via an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory attempted to set line out preferences without specifying line out capability in an AccessoryCapsToken
IDPS, AccessoryCapsTokeniPodPreferenceTokenVideoOutConnectionMismatch, This rule throws an error if the accessory sets a preference for the video out connection class via an  iPodPreferenceToken but did not claim video out capability via an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory set a preference for video out connection but did not claim video out with AccessoryCapsToken
IDPS, AccessoryCapsTokeniPodPreferenceTokenVideoOutMismatch, This rule throws an error if the accessory sets a preference for the video out class via an iPodPreferenceToken  but did not claim video out capability via an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory set a preference for video out but did not claim video out with AccessoryCapsToken
IDPS, AccessoryCapsTokeniPodPreferenceTokenVideoOutMonitorAspectRatioMismatch, This rule throws an error if the accessory sets a preference for the video out monitor aspect ratio class via an  iPodPreferenceToken but did not claim video out capability via an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Section 1.2.1), 1.3, NO, NO, NO, Error, accessory attempted to set video monitor aspect ratio preference without specifying video out in an AccessoryCapsToken
IDPS, AccessoryCapsTokeniPodPreferenceTokenVideoOutSignalFormatMismatch, This rule throws an error if the accessory sets a preference for the video out signal format class via an  iPodPreferenceToken but did not claim video out capability via an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (Table 3-67), 1.3, NO, NO, NO, Error, accessory attempted to set video out signal format preferences without specifying video out capability in an AccessoryCapsToken
IDPS, AnalogUSBAudioRoutingAccCapWithAVSynchronizationSupported, If the iPod returns support for the SetVideoDelay command in RetiPodOptionsForLingo for the Digital Audio Lingo then the accessory cannot use AccessoryCapsToken bit 21 because it should be useing SetVideoDelay instead. The test for this rule only runs when the accessory is USB host because only USB host accessories are allowed to set bit 21 in an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (4.10.4.2), 2.0, NO, NO, NO, Error, accessory must not set AccessoryCapsToken bit 21 since RetiPodOptionsForLingo Digital Audio lingo supports A/V synchronization
IDPS, AnalogUSBAudioRoutingAccCapWithoutAnalogUSBAudioRoutingSupport, If the iPod does not return support for analog USB audio routing (bit 26) in RetiPodOptionsForLingo for the General Lingo then the accessory cannot use AccessoryCapsToken bit 21. The test for this rule only runs when the accessory is USB host because only USB host accessories are allowed to set bit 21 in an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (4.10.4.2), 2.0, NO, NO, NO, Error, accessory must not set AccessoryCapsToken bit 21 since RetiPodOptionsForLingo General lingo does not support analog USB audio routing
IDPS, AnalogUSBAudioRoutingAccCapWithoutIdentifyForDigitalAudioLingo, The accessory must identify for the Digital Audio Lingo before sending an AccessoryCapsToken with bit 21 (analog USB audio routing) set to 1. The test for this rule only runs when the accessory is USB host because only USB host accessories are allowed to set bit 21 in an AccessoryCapsToken., CurrentMFiFirmwareSpecFileReference (4.10.4), 2.0, NO, NO, NO, Error, accessory must identify for the Digital Audio lingo before sending AccessoryCapsToken bit 21
IDPS, AnalogUSBAudioRoutingAccCapWithoutUSBHostDevice, The accessory must be a USB host_ and the Apple device is a USB device_ before sending an AccessoryCapsToken with bit 21 (analog USB audio routing) set to 1., CurrentMFiFirmwareSpecFileReference (4.10.4), 2.0, NO, NO, NO, Error, accessory must be USB host in order to use AccessoryCapsToken bit 21
IDPS, CapsTokenWithoutLingoIdentified, This rule throws a warning if the accessory sends a capability token without identifying for the appropriate lingo, N/A, 2.2, NO, NO, NO, Warning, accessory sent %1$@ without identifying for the appropriate lingo(s)
IDPS, DuplicateTransactionIDDetected, This rule throws an error if the accessory sends a duplicate transaction ID without its transaction ID counter rolling over., CurrentMFiFirmwareSpecFileReference (2.6.1.1), 1.3, NO, NO, NO, Error, accessory sent transaction ID 0x%1$04X which was sent previously
IDPS, EndIDPSRequestingAuthSentWithoutAnySetFIDTokenValues, This rule throws an error if the accessory sends an EndIDPS requesting authentication but did not send any  SetFIDTokenValues commands., CurrentMFiFirmwareSpecFileReference (3.3.41), 1.3, NO, NO, NO, Error, accessory sent EndIDPS without sending a valid SetFIDTokenValues packets during IDPS
